repeat,X_hat,X,eval_set,centroid,nn
0,14,8,famous_le_100m,0.96875,0.96875
0,14,9,famous_le_10m,0.8,0.7
0,14,9,famous_le_100m,0.46875,0.46875
0,14,10,famous_le_10m,1.0,1.0
0,14,10,famous_le_100m,0.96875,0.96875
0,14,11,famous_le_10m,0.7,0.7
0,14,11,famous_le_100m,0.46875,0.46875
0,14,12,famous_le_10m,1.0,1.0
0,14,12,famous_le_100m,0.96875,0.96875
0,14,13,famous_le_10m,0.7,0.7
0,14,13,famous_le_100m,0.46875,0.46875
0,14,14,famous_le_10m,1.0,1.0
0,14,14,famous_le_100m,0.96875,0.96875
0,14,15,famous_le_10m,0.7,0.7
0,14,15,famous_le_100m,0.46875,0.46875
0,14,16,famous_le_10m,1.0,1.0
0,14,16,famous_le_100m,0.96875,0.96875
0,14,17,famous_le_10m,0.7,0.7
0,14,17,famous_le_100m,0.46875,0.46875
0,14,18,famous_le_10m,1.0,1.0
0,14,18,famous_le_100m,0.96875,0.96875
0,14,19,famous_le_10m,0.7,0.7
0,14,19,famous_le_100m,0.46875,0.46875
0,14,20,famous_le_10m,1.0,1.0
0,14,20,famous_le_100m,0.96875,0.96875
0,14,21,famous_le_10m,0.7,0.7
0,14,21,famous_le_100m,0.46875,0.46875
0,14,22,famous_le_10m,1.0,1.0
0,14,22,famous_le_100m,0.96875,0.96875
0,14,23,famous_le_10m,0.7,0.7
0,14,23,famous_le_100m,0.46875,0.46875
0,15,1,famous_le_10m,0.5,0.5
0,15,1,famous_le_100m,0.5,0.5
0,15,2,famous_le_10m,0.5,0.5
0,15,2,famous_le_100m,0.5,0.5
0,15,3,famous_le_10m,0.5,0.5
0,15,3,famous_le_100m,0.5,0.5
0,15,4,famous_le_10m,0.5,0.5
0,15,4,famous_le_100m,0.5,0.5
0,15,5,famous_le_10m,0.5,0.5
0,15,5,famous_le_100m,0.5,0.5
0,15,6,famous_le_10m,0.6,0.6
0,15,6,famous_le_100m,0.5,0.5
0,15,7,famous_le_10m,0.6,0.7
0,15,7,famous_le_100m,0.5,0.5
0,15,8,famous_le_10m,1.0,1.0
0,15,8,famous_le_100m,0.96875,0.96875
0,15,9,famous_le_10m,1.0,1.0
0,15,9,famous_le_100m,0.96875,0.96875
0,15,10,famous_le_10m,1.0,1.0
0,15,10,famous_le_100m,0.96875,0.96875
0,15,11,famous_le_10m,1.0,1.0
0,15,11,famous_le_100m,0.96875,0.96875
0,15,12,famous_le_10m,1.0,1.0
0,15,12,famous_le_100m,0.96875,0.96875
0,15,13,famous_le_10m,1.0,1.0
0,15,13,famous_le_100m,0.96875,0.96875
0,15,14,famous_le_10m,1.0,1.0
0,15,14,famous_le_100m,0.96875,0.96875
0,15,15,famous_le_10m,1.0,1.0
0,15,15,famous_le_100m,0.96875,0.96875
0,15,16,famous_le_10m,1.0,1.0
0,15,16,famous_le_100m,0.96875,0.96875
0,15,17,famous_le_10m,1.0,1.0
0,15,17,famous_le_100m,0.96875,0.96875
0,15,18,famous_le_10m,1.0,1.0
0,15,18,famous_le_100m,0.96875,0.96875
0,15,19,famous_le_10m,1.0,1.0
0,15,19,famous_le_100m,0.96875,0.96875
0,15,20,famous_le_10m,1.0,1.0
0,15,20,famous_le_100m,0.96875,0.96875
0,15,21,famous_le_10m,1.0,1.0
0,15,21,famous_le_100m,0.96875,0.96875
0,15,22,famous_le_10m,1.0,1.0
0,15,22,famous_le_100m,0.96875,0.96875
0,15,23,famous_le_10m,1.0,1.0
0,15,23,famous_le_100m,0.96875,0.96875
0,16,1,famous_le_10m,0.5,0.5
0,16,1,famous_le_100m,0.5,0.5
0,16,2,famous_le_10m,0.5,0.5
0,16,2,famous_le_100m,0.5,0.5
0,16,3,famous_le_10m,0.5,0.5
0,16,3,famous_le_100m,0.5,0.5
0,16,4,famous_le_10m,0.5,0.5
0,16,4,famous_le_100m,0.5,0.5
0,16,5,famous_le_10m,0.5,0.5
0,16,5,famous_le_100m,0.5,0.5
0,16,6,famous_le_10m,0.5,0.5
0,16,6,famous_le_100m,0.5,0.5
0,16,7,famous_le_10m,0.5,0.5
0,16,7,famous_le_100m,0.5,0.5
0,16,8,famous_le_10m,1.0,1.0
0,16,8,famous_le_100m,1.0,1.0
0,16,9,famous_le_10m,0.5,0.5
0,16,9,famous_le_100m,0.5,0.5
0,16,10,famous_le_10m,0.5,0.5
0,16,10,famous_le_100m,0.5,0.5
0,16,11,famous_le_10m,0.5,0.5
0,16,11,famous_le_100m,0.5,0.5
0,16,12,famous_le_10m,0.5,0.5
0,16,12,famous_le_100m,0.5,0.5
0,16,13,famous_le_10m,0.5,0.5
0,16,13,famous_le_100m,0.5,0.5
0,16,14,famous_le_10m,0.5,0.5
0,16,14,famous_le_100m,0.5,0.5
0,16,15,famous_le_10m,0.5,0.5
0,16,15,famous_le_100m,0.5,0.5
0,16,16,famous_le_10m,1.0,1.0
0,16,16,famous_le_100m,1.0,1.0
0,16,17,famous_le_10m,0.5,0.5
0,16,17,famous_le_100m,0.5,0.5
0,16,18,famous_le_10m,0.5,0.5
0,16,18,famous_le_100m,0.5,0.5
0,16,19,famous_le_10m,0.5,0.5
0,16,19,famous_le_100m,0.5,0.5
0,16,20,famous_le_10m,1.0,1.0
0,16,20,famous_le_100m,1.0,1.0
0,16,21,famous_le_10m,0.5,0.5
0,16,21,famous_le_100m,0.5,0.5
0,16,22,famous_le_10m,0.5,0.5
0,16,22,famous_le_100m,0.5,0.5
0,16,23,famous_le_10m,0.5,0.5
0,16,23,famous_le_100m,0.5,0.5
0,17,1,famous_le_10m,0.5,0.5
0,17,1,famous_le_100m,0.5,0.5
0,17,2,famous_le_10m,0.5,0.5
0,17,2,famous_le_100m,0.5,0.5
0,17,3,famous_le_10m,0.5,0.5
0,17,3,famous_le_100m,0.5,0.5
0,17,4,famous_le_10m,0.5,0.5
0,17,4,famous_le_100m,0.5,0.5
0,17,5,famous_le_10m,0.5,0.5
0,17,5,famous_le_100m,0.5,0.5
0,17,6,famous_le_10m,0.5,0.5
0,17,6,famous_le_100m,0.5,0.5
0,17,7,famous_le_10m,0.5,0.5
0,17,7,famous_le_100m,0.5,0.5
0,17,8,famous_le_10m,1.0,1.0
0,17,8,famous_le_100m,0.96875,0.96875
0,17,9,famous_le_10m,1.0,1.0
0,17,9,famous_le_100m,0.53125,0.53125
0,17,10,famous_le_10m,1.0,1.0
0,17,10,famous_le_100m,0.96875,0.96875
0,17,11,famous_le_10m,0.9,0.9
0,17,11,famous_le_100m,0.5,0.5
0,17,12,famous_le_10m,1.0,1.0
0,17,12,famous_le_100m,0.96875,0.96875
0,17,13,famous_le_10m,0.9,0.9
0,17,13,famous_le_100m,0.5,0.5
0,17,14,famous_le_10m,1.0,1.0
0,17,14,famous_le_100m,0.96875,0.96875
0,17,15,famous_le_10m,1.0,1.0
0,17,15,famous_le_100m,0.6875,0.6875
0,17,16,famous_le_10m,1.0,1.0
0,17,16,famous_le_100m,0.96875,0.96875
0,17,17,famous_le_10m,1.0,1.0
0,17,17,famous_le_100m,0.96875,0.96875
0,17,18,famous_le_10m,1.0,1.0
0,17,18,famous_le_100m,0.96875,0.96875
0,17,19,famous_le_10m,1.0,1.0
0,17,19,famous_le_100m,0.96875,0.96875
0,17,20,famous_le_10m,1.0,1.0
0,17,20,famous_le_100m,0.96875,0.96875
0,17,21,famous_le_10m,1.0,1.0
0,17,21,famous_le_100m,0.96875,0.96875
0,17,22,famous_le_10m,1.0,1.0
0,17,22,famous_le_100m,0.96875,0.96875
0,17,23,famous_le_10m,1.0,1.0
0,17,23,famous_le_100m,0.96875,0.96875
0,18,1,famous_le_10m,0.5,0.5
0,18,1,famous_le_100m,0.5,0.5
0,18,2,famous_le_10m,0.5,0.5
0,18,2,famous_le_100m,0.5,0.5
0,18,3,famous_le_10m,0.5,0.5
0,18,3,famous_le_100m,0.5,0.5
0,18,4,famous_le_10m,0.5,0.5
0,18,4,famous_le_100m,0.5,0.5
0,18,5,famous_le_10m,0.5,0.5
0,18,5,famous_le_100m,0.5,0.5
0,18,6,famous_le_10m,0.5,0.5
0,18,6,famous_le_100m,0.5,0.5
0,18,7,famous_le_10m,0.5,0.5
0,18,7,famous_le_100m,0.46875,0.46875
0,18,8,famous_le_10m,1.0,1.0
0,18,8,famous_le_100m,0.96875,0.96875
0,18,9,famous_le_10m,0.5,0.5
0,18,9,famous_le_100m,0.46875,0.46875
0,18,10,famous_le_10m,1.0,1.0
0,18,10,famous_le_100m,0.96875,0.71875
0,18,11,famous_le_10m,0.5,0.5
0,18,11,famous_le_100m,0.46875,0.46875
0,18,12,famous_le_10m,1.0,1.0
0,18,12,famous_le_100m,0.96875,0.96875
0,18,13,famous_le_10m,0.5,0.5
0,18,13,famous_le_100m,0.46875,0.46875
0,18,14,famous_le_10m,1.0,1.0
0,18,14,famous_le_100m,0.96875,0.96875
0,18,15,famous_le_10m,0.5,0.5
0,18,15,famous_le_100m,0.46875,0.46875
0,18,16,famous_le_10m,1.0,1.0
0,18,16,famous_le_100m,0.96875,0.96875
0,18,17,famous_le_10m,0.7,0.7
0,18,17,famous_le_100m,0.46875,0.46875
0,18,18,famous_le_10m,1.0,1.0
0,18,18,famous_le_100m,0.96875,0.96875
0,18,19,famous_le_10m,0.7,0.6
0,18,19,famous_le_100m,0.46875,0.46875
0,18,20,famous_le_10m,1.0,1.0
0,18,20,famous_le_100m,0.96875,0.96875
0,18,21,famous_le_10m,0.6,0.6
0,18,21,famous_le_100m,0.46875,0.46875
0,18,22,famous_le_10m,1.0,1.0
0,18,22,famous_le_100m,0.96875,0.96875
0,18,23,famous_le_10m,0.6,0.6
0,18,23,famous_le_100m,0.46875,0.46875
0,19,1,famous_le_10m,0.5,0.5
0,19,1,famous_le_100m,0.5,0.5
0,19,2,famous_le_10m,0.5,0.5
0,19,2,famous_le_100m,0.5,0.5
0,19,3,famous_le_10m,0.5,0.5
0,19,3,famous_le_100m,0.5,0.5
0,19,4,famous_le_10m,0.5,0.5
0,19,4,famous_le_100m,0.5,0.5
0,19,5,famous_le_10m,0.5,0.5
0,19,5,famous_le_100m,0.5,0.5
0,19,6,famous_le_10m,0.5,0.5
0,19,6,famous_le_100m,0.5,0.5
0,19,7,famous_le_10m,0.5,0.5
0,19,7,famous_le_100m,0.46875,0.5
0,19,8,famous_le_10m,1.0,1.0
0,19,8,famous_le_100m,0.96875,0.96875
0,19,9,famous_le_10m,0.5,0.5
0,19,9,famous_le_100m,0.46875,0.59375
0,19,10,famous_le_10m,0.5,1.0
0,19,10,famous_le_100m,0.78125,0.875
0,19,11,famous_le_10m,0.5,0.5
0,19,11,famous_le_100m,0.46875,0.59375
0,19,12,famous_le_10m,1.0,1.0
0,19,12,famous_le_100m,0.96875,0.96875
0,19,13,famous_le_10m,0.6,0.7
0,19,13,famous_le_100m,0.59375,0.78125
0,19,14,famous_le_10m,1.0,1.0
0,19,14,famous_le_100m,0.96875,0.96875
0,19,15,famous_le_10m,1.0,1.0
0,19,15,famous_le_100m,0.96875,0.96875
0,19,16,famous_le_10m,1.0,1.0
0,19,16,famous_le_100m,0.96875,0.96875
0,19,17,famous_le_10m,1.0,1.0
0,19,17,famous_le_100m,0.96875,0.96875
0,19,18,famous_le_10m,1.0,1.0
0,19,18,famous_le_100m,0.96875,0.96875
0,19,19,famous_le_10m,1.0,1.0
0,19,19,famous_le_100m,0.96875,0.96875
0,19,20,famous_le_10m,1.0,1.0
0,19,20,famous_le_100m,0.96875,0.96875
0,19,21,famous_le_10m,1.0,1.0
0,19,21,famous_le_100m,0.96875,0.96875
0,19,22,famous_le_10m,1.0,1.0
0,19,22,famous_le_100m,0.96875,0.96875
0,19,23,famous_le_10m,1.0,1.0
0,19,23,famous_le_100m,0.96875,0.96875
0,20,1,famous_le_10m,0.5,0.5
0,20,1,famous_le_100m,0.5,0.5
0,20,2,famous_le_10m,0.5,0.5
0,20,2,famous_le_100m,0.5,0.5
0,20,3,famous_le_10m,0.5,0.5
0,20,3,famous_le_100m,0.5,0.5
0,20,4,famous_le_10m,0.5,0.5
0,20,4,famous_le_100m,0.5,0.5
0,20,5,famous_le_10m,0.5,0.5
0,20,5,famous_le_100m,0.5,0.5
0,20,6,famous_le_10m,0.5,0.5
0,20,6,famous_le_100m,0.5,0.5
0,20,7,famous_le_10m,0.5,0.5
0,20,7,famous_le_100m,0.5,0.5
0,20,8,famous_le_10m,1.0,1.0
0,20,8,famous_le_100m,1.0,1.0
0,20,9,famous_le_10m,0.5,0.5
0,20,9,famous_le_100m,0.5,0.5
0,20,10,famous_le_10m,0.5,0.5
0,20,10,famous_le_100m,0.5,0.5
0,20,11,famous_le_10m,0.5,0.5
0,20,11,famous_le_100m,0.5,0.5
0,20,12,famous_le_10m,1.0,1.0
0,20,12,famous_le_100m,1.0,1.0
0,20,13,famous_le_10m,0.5,0.5
0,20,13,famous_le_100m,0.5,0.5
0,20,14,famous_le_10m,0.5,0.5
0,20,14,famous_le_100m,0.5,0.5
0,20,15,famous_le_10m,0.5,0.5
0,20,15,famous_le_100m,0.5,0.5
0,20,16,famous_le_10m,1.0,1.0
0,20,16,famous_le_100m,1.0,1.0
0,20,17,famous_le_10m,0.5,0.5
0,20,17,famous_le_100m,0.5,0.5
0,20,18,famous_le_10m,1.0,1.0
0,20,18,famous_le_100m,1.0,1.0
0,20,19,famous_le_10m,0.5,0.5
0,20,19,famous_le_100m,0.5,0.5
0,20,20,famous_le_10m,1.0,1.0
0,20,20,famous_le_100m,1.0,1.0
0,20,21,famous_le_10m,0.5,0.5
0,20,21,famous_le_100m,0.5,0.5
0,20,22,famous_le_10m,1.0,1.0
0,20,22,famous_le_100m,1.0,1.0
0,20,23,famous_le_10m,0.5,0.5
0,20,23,famous_le_100m,0.5,0.5
0,21,1,famous_le_10m,0.5,0.5
0,21,1,famous_le_100m,0.5,0.5
0,21,2,famous_le_10m,0.5,0.5
0,21,2,famous_le_100m,0.5,0.5
0,21,3,famous_le_10m,0.5,0.5
0,21,3,famous_le_100m,0.5,0.5
0,21,4,famous_le_10m,0.5,0.5
0,21,4,famous_le_100m,0.5,0.5
0,21,5,famous_le_10m,0.5,0.5
0,21,5,famous_le_100m,0.5,0.5
0,21,6,famous_le_10m,0.5,0.5
0,21,6,famous_le_100m,0.5,0.5
0,21,7,famous_le_10m,0.5,0.5
0,21,7,famous_le_100m,0.5,0.5
0,21,8,famous_le_10m,1.0,1.0
0,21,8,famous_le_100m,0.96875,0.96875
0,21,9,famous_le_10m,0.7,0.8
0,21,9,famous_le_100m,0.5,0.5
0,21,10,famous_le_10m,1.0,1.0
0,21,10,famous_le_100m,0.96875,0.96875
0,21,11,famous_le_10m,0.7,0.7
0,21,11,famous_le_100m,0.5,0.5
0,21,12,famous_le_10m,1.0,1.0
0,21,12,famous_le_100m,0.96875,0.96875
0,21,13,famous_le_10m,0.7,0.8
0,21,13,famous_le_100m,0.5,0.5
0,21,14,famous_le_10m,1.0,1.0
0,21,14,famous_le_100m,0.96875,0.96875
0,21,15,famous_le_10m,1.0,1.0
0,21,15,famous_le_100m,0.96875,0.96875
0,21,16,famous_le_10m,1.0,1.0
0,21,16,famous_le_100m,0.96875,0.96875
0,21,17,famous_le_10m,1.0,1.0
0,21,17,famous_le_100m,0.96875,0.96875
0,21,18,famous_le_10m,1.0,1.0
0,21,18,famous_le_100m,0.96875,0.96875
0,21,19,famous_le_10m,1.0,1.0
0,21,19,famous_le_100m,0.96875,0.96875
0,21,20,famous_le_10m,1.0,1.0
0,21,20,famous_le_100m,0.96875,0.96875
0,21,21,famous_le_10m,1.0,1.0
0,21,21,famous_le_100m,0.96875,0.96875
0,21,22,famous_le_10m,1.0,1.0
0,21,22,famous_le_100m,0.96875,0.96875
0,21,23,famous_le_10m,1.0,1.0
0,21,23,famous_le_100m,0.96875,0.96875
0,22,1,famous_le_10m,0.5,0.5
0,22,1,famous_le_100m,0.5,0.5
0,22,2,famous_le_10m,0.5,0.5
0,22,2,famous_le_100m,0.5,0.5
0,22,3,famous_le_10m,0.5,0.5
0,22,3,famous_le_100m,0.5,0.5
0,22,4,famous_le_10m,0.5,0.5
0,22,4,famous_le_100m,0.5,0.5
0,22,5,famous_le_10m,0.5,0.5
0,22,5,famous_le_100m,0.46875,0.46875
0,22,6,famous_le_10m,0.5,0.5
0,22,6,famous_le_100m,0.5,0.46875
0,22,7,famous_le_10m,0.5,0.5
0,22,7,famous_le_100m,0.46875,0.46875
0,22,8,famous_le_10m,1.0,1.0
0,22,8,famous_le_100m,0.96875,0.96875
0,22,9,famous_le_10m,0.5,0.5
0,22,9,famous_le_100m,0.46875,0.46875
0,22,10,famous_le_10m,1.0,1.0
0,22,10,famous_le_100m,0.9375,0.5
0,22,11,famous_le_10m,0.5,0.5
0,22,11,famous_le_100m,0.46875,0.46875
0,22,12,famous_le_10m,1.0,1.0
0,22,12,famous_le_100m,0.96875,0.96875
0,22,13,famous_le_10m,0.5,0.5
0,22,13,famous_le_100m,0.46875,0.46875
0,22,14,famous_le_10m,1.0,1.0
0,22,14,famous_le_100m,0.96875,0.96875
0,22,15,famous_le_10m,0.5,0.5
0,22,15,famous_le_100m,0.46875,0.46875
0,22,16,famous_le_10m,1.0,1.0
0,22,16,famous_le_100m,0.96875,0.96875
0,22,17,famous_le_10m,0.7,0.7
0,22,17,famous_le_100m,0.46875,0.46875
0,22,18,famous_le_10m,1.0,1.0
0,22,18,famous_le_100m,0.96875,0.96875
0,22,19,famous_le_10m,0.7,0.7
0,22,19,famous_le_100m,0.46875,0.46875
0,22,20,famous_le_10m,1.0,1.0
0,22,20,famous_le_100m,0.96875,0.96875
0,22,21,famous_le_10m,0.7,0.6
0,22,21,famous_le_100m,0.46875,0.46875
0,22,22,famous_le_10m,1.0,1.0
0,22,22,famous_le_100m,0.96875,0.96875
0,22,23,famous_le_10m,0.6,0.6
0,22,23,famous_le_100m,0.46875,0.46875
0,23,1,famous_le_10m,0.5,0.5
0,23,1,famous_le_100m,0.5,0.5
0,23,2,famous_le_10m,0.5,0.5
0,23,2,famous_le_100m,0.5,0.5
0,23,3,famous_le_10m,0.5,0.5
0,23,3,famous_le_100m,0.5,0.5
0,23,4,famous_le_10m,0.5,0.5
0,23,4,famous_le_100m,0.5,0.5
0,23,5,famous_le_10m,0.5,0.5
0,23,5,famous_le_100m,0.5,0.5
0,23,6,famous_le_10m,0.5,0.5
0,23,6,famous_le_100m,0.5,0.5
0,23,7,famous_le_10m,0.5,0.5
0,23,7,famous_le_100m,0.5,0.5
0,23,8,famous_le_10m,1.0,1.0
0,23,8,famous_le_100m,0.96875,0.96875
0,23,9,famous_le_10m,1.0,1.0
0,23,9,famous_le_100m,0.59375,0.59375
0,23,10,famous_le_10m,1.0,1.0
0,23,10,famous_le_100m,0.96875,0.96875
0,23,11,famous_le_10m,0.9,1.0
0,23,11,famous_le_100m,0.59375,0.59375
0,23,12,famous_le_10m,1.0,1.0
0,23,12,famous_le_100m,0.96875,0.96875
0,23,13,famous_le_10m,0.9,1.0
0,23,13,famous_le_100m,0.625,0.625
0,23,14,famous_le_10m,1.0,1.0
0,23,14,famous_le_100m,0.96875,0.96875
0,23,15,famous_le_10m,1.0,1.0
0,23,15,famous_le_100m,0.96875,0.96875
0,23,16,famous_le_10m,1.0,1.0
0,23,16,famous_le_100m,0.96875,0.96875
0,23,17,famous_le_10m,1.0,1.0
0,23,17,famous_le_100m,0.96875,0.96875
0,23,18,famous_le_10m,1.0,1.0
0,23,18,famous_le_100m,0.96875,0.96875
0,23,19,famous_le_10m,1.0,1.0
0,23,19,famous_le_100m,0.96875,0.96875
0,23,20,famous_le_10m,1.0,1.0
0,23,20,famous_le_100m,0.96875,0.96875
0,23,21,famous_le_10m,1.0,1.0
0,23,21,famous_le_100m,0.96875,0.96875
0,23,22,famous_le_10m,1.0,1.0
0,23,22,famous_le_100m,0.96875,0.96875
0,23,23,famous_le_10m,1.0,1.0
0,23,23,famous_le_100m,0.96875,0.96875
