repeat,X_hat,X,eval_set,centroid,nn
0,5,9,famous_le_100m,0.96875,0.71875
0,5,10,famous_le_10m,1.0,0.8
0,5,10,famous_le_100m,0.96875,0.71875
0,5,11,famous_le_10m,1.0,0.8
0,5,11,famous_le_100m,0.96875,0.71875
0,5,12,famous_le_10m,1.0,0.8
0,5,12,famous_le_100m,0.96875,0.71875
0,5,13,famous_le_10m,1.0,0.8
0,5,13,famous_le_100m,0.96875,0.71875
0,5,14,famous_le_10m,1.0,0.8
0,5,14,famous_le_100m,0.96875,0.71875
0,5,15,famous_le_10m,1.0,0.8
0,5,15,famous_le_100m,0.96875,0.71875
0,5,16,famous_le_10m,1.0,0.8
0,5,16,famous_le_100m,0.96875,0.71875
0,5,17,famous_le_10m,1.0,0.8
0,5,17,famous_le_100m,0.96875,0.71875
0,5,18,famous_le_10m,1.0,0.8
0,5,18,famous_le_100m,0.96875,0.71875
0,5,19,famous_le_10m,1.0,0.8
0,5,19,famous_le_100m,0.96875,0.71875
0,5,20,famous_le_10m,1.0,0.8
0,5,20,famous_le_100m,0.96875,0.71875
0,5,21,famous_le_10m,1.0,0.8
0,5,21,famous_le_100m,0.96875,0.71875
0,5,22,famous_le_10m,1.0,0.8
0,5,22,famous_le_100m,0.96875,0.71875
0,5,23,famous_le_10m,1.0,0.8
0,5,23,famous_le_100m,0.96875,0.71875
0,6,1,famous_le_10m,0.5,0.5
0,6,1,famous_le_100m,0.5,0.5
0,6,2,famous_le_10m,0.5,0.5
0,6,2,famous_le_100m,0.5,0.5
0,6,3,famous_le_10m,0.5,0.5
0,6,3,famous_le_100m,0.5,0.5
0,6,4,famous_le_10m,0.5,0.5
0,6,4,famous_le_100m,0.84375,0.84375
0,6,5,famous_le_10m,0.5,0.5
0,6,5,famous_le_100m,0.5,0.6875
0,6,6,famous_le_10m,0.8,0.8
0,6,6,famous_le_100m,0.875,0.875
0,6,7,famous_le_10m,0.8,0.8
0,6,7,famous_le_100m,0.875,0.875
0,6,8,famous_le_10m,0.8,0.8
0,6,8,famous_le_100m,0.875,0.875
0,6,9,famous_le_10m,0.8,0.8
0,6,9,famous_le_100m,0.875,0.875
0,6,10,famous_le_10m,0.8,0.8
0,6,10,famous_le_100m,0.875,0.875
0,6,11,famous_le_10m,0.8,0.8
0,6,11,famous_le_100m,0.875,0.875
0,6,12,famous_le_10m,0.8,0.8
