repeat,baseline,X,accuracy,fold
16,KNeighborsClassifier,22,1.0,16
17,KNeighborsClassifier,22,1.0,17
18,KNeighborsClassifier,22,1.0,18
19,KNeighborsClassifier,22,1.0,19
20,KNeighborsClassifier,22,1.0,20
21,KNeighborsClassifier,22,1.0,21
22,KNeighborsClassifier,22,1.0,22
23,KNeighborsClassifier,22,1.0,23
24,KNeighborsClassifier,22,1.0,24
0,KNeighborsClassifier,23,1.0,0
1,KNeighborsClassifier,23,1.0,1
2,KNeighborsClassifier,23,1.0,2
3,KNeighborsClassifier,23,1.0,3
4,KNeighborsClassifier,23,1.0,4
5,KNeighborsClassifier,23,1.0,5
6,KNeighborsClassifier,23,1.0,6
7,KNeighborsClassifier,23,1.0,7
8,KNeighborsClassifier,23,1.0,8
9,KNeighborsClassifier,23,1.0,9
10,KNeighborsClassifier,23,1.0,10
11,KNeighborsClassifier,23,1.0,11
12,KNeighborsClassifier,23,1.0,12
13,KNeighborsClassifier,23,1.0,13
14,KNeighborsClassifier,23,1.0,14
15,KNeighborsClassifier,23,1.0,15
16,KNeighborsClassifier,23,1.0,16
17,KNeighborsClassifier,23,1.0,17
18,KNeighborsClassifier,23,1.0,18
19,KNeighborsClassifier,23,1.0,19
20,KNeighborsClassifier,23,1.0,20
21,KNeighborsClassifier,23,1.0,21
22,KNeighborsClassifier,23,1.0,22
23,KNeighborsClassifier,23,1.0,23
24,KNeighborsClassifier,23,1.0,24
