repeat,baseline,X,accuracy,fold
23,XGBClassifier,19,1.0,23
24,XGBClassifier,19,1.0,24
0,XGBClassifier,2,0.2978723404255319,0
1,XGBClassifier,2,0.1914893617021276,1
2,XGBClassifier,2,0.1739130434782608,2
3,XGBClassifier,2,0.3478260869565217,3
4,XGBClassifier,2,0.217391304347826,4
5,XGBClassifier,2,0.2978723404255319,5
6,XGBClassifier,2,0.0851063829787234,6
7,XGBClassifier,2,0.3260869565217391,7
8,XGBClassifier,2,0.2608695652173913,8
9,XGBClassifier,2,0.2826086956521739,9
10,XGBClassifier,2,0.3191489361702128,10
11,XGBClassifier,2,0.0638297872340425,11
12,XGBClassifier,2,0.1956521739130435,12
13,XGBClassifier,2,0.2391304347826087,13
14,XGBClassifier,2,0.1521739130434782,14
15,XGBClassifier,2,0.2978723404255319,15
16,XGBClassifier,2,0.3829787234042553,16
17,XGBClassifier,2,0.3043478260869565,17
18,XGBClassifier,2,0.3478260869565217,18
19,XGBClassifier,2,0.2391304347826087,19
20,XGBClassifier,2,0.2127659574468085,20
21,XGBClassifier,2,0.2553191489361702,21
22,XGBClassifier,2,0.3478260869565217,22
23,XGBClassifier,2,0.1956521739130435,23
24,XGBClassifier,2,0.217391304347826,24
0,XGBClassifier,20,0.9574468085106383,0
1,XGBClassifier,20,1.0,1
2,XGBClassifier,20,1.0,2
3,XGBClassifier,20,1.0,3
4,XGBClassifier,20,0.9565217391304348,4
5,XGBClassifier,20,1.0,5
6,XGBClassifier,20,1.0,6
7,XGBClassifier,20,1.0,7
8,XGBClassifier,20,0.9782608695652174,8
9,XGBClassifier,20,1.0,9
10,XGBClassifier,20,1.0,10
11,XGBClassifier,20,0.9787234042553192,11
12,XGBClassifier,20,1.0,12
13,XGBClassifier,20,1.0,13
14,XGBClassifier,20,1.0,14
15,XGBClassifier,20,1.0,15
16,XGBClassifier,20,1.0,16
17,XGBClassifier,20,0.9565217391304348,17
18,XGBClassifier,20,0.9782608695652174,18
19,XGBClassifier,20,1.0,19
20,XGBClassifier,20,1.0,20
21,XGBClassifier,20,1.0,21
22,XGBClassifier,20,0.9565217391304348,22
23,XGBClassifier,20,0.9565217391304348,23
24,XGBClassifier,20,1.0,24
0,XGBClassifier,21,0.9574468085106383,0
1,XGBClassifier,21,1.0,1
2,XGBClassifier,21,0.9782608695652174,2
3,XGBClassifier,21,1.0,3
4,XGBClassifier,21,1.0,4
5,XGBClassifier,21,1.0,5
6,XGBClassifier,21,1.0,6
7,XGBClassifier,21,0.9565217391304348,7
8,XGBClassifier,21,0.9782608695652174,8
9,XGBClassifier,21,0.9782608695652174,9
10,XGBClassifier,21,1.0,10
11,XGBClassifier,21,0.9787234042553192,11
12,XGBClassifier,21,1.0,12
13,XGBClassifier,21,0.9782608695652174,13
14,XGBClassifier,21,1.0,14
15,XGBClassifier,21,1.0,15
16,XGBClassifier,21,1.0,16
17,XGBClassifier,21,0.9565217391304348,17
18,XGBClassifier,21,0.9565217391304348,18
19,XGBClassifier,21,1.0,19
20,XGBClassifier,21,1.0,20
21,XGBClassifier,21,1.0,21
22,XGBClassifier,21,0.9565217391304348,22
23,XGBClassifier,21,1.0,23
24,XGBClassifier,21,1.0,24
0,XGBClassifier,22,0.9574468085106383,0
1,XGBClassifier,22,1.0,1
2,XGBClassifier,22,1.0,2
3,XGBClassifier,22,1.0,3
4,XGBClassifier,22,1.0,4
5,XGBClassifier,22,1.0,5
6,XGBClassifier,22,1.0,6
7,XGBClassifier,22,1.0,7
8,XGBClassifier,22,0.9782608695652174,8
9,XGBClassifier,22,1.0,9
10,XGBClassifier,22,1.0,10
11,XGBClassifier,22,0.9787234042553192,11
12,XGBClassifier,22,1.0,12
13,XGBClassifier,22,1.0,13
14,XGBClassifier,22,1.0,14
15,XGBClassifier,22,1.0,15
16,XGBClassifier,22,1.0,16
17,XGBClassifier,22,1.0,17
18,XGBClassifier,22,0.9782608695652174,18
19,XGBClassifier,22,1.0,19
20,XGBClassifier,22,1.0,20
21,XGBClassifier,22,1.0,21
22,XGBClassifier,22,0.9782608695652174,22
23,XGBClassifier,22,1.0,23
24,XGBClassifier,22,1.0,24
