run num,mc,lsb,test_acc_centroid,test_acc_nn,model_lsb,model_arch
6,torch_pretrained_classification,0,0.975,0.975,20,osl_siamese_cnn
7,torch_pretrained_classification,0,0.975,0.975,20,osl_siamese_cnn
8,torch_pretrained_classification,0,0.975,0.975,20,osl_siamese_cnn
9,torch_pretrained_classification,0,0.975,0.975,20,osl_siamese_cnn
5,torch_pretrained_classification,0,0.975,0.975,21,osl_siamese_cnn
6,torch_pretrained_classification,0,0.9875,0.9875,21,osl_siamese_cnn
7,torch_pretrained_classification,0,0.975,0.975,21,osl_siamese_cnn
8,torch_pretrained_classification,0,0.975,0.975,21,osl_siamese_cnn
9,torch_pretrained_classification,0,0.975,0.975,21,osl_siamese_cnn
5,torch_pretrained_classification,0,0.975,0.975,22,osl_siamese_cnn
6,torch_pretrained_classification,0,1.0,1.0,22,osl_siamese_cnn
7,torch_pretrained_classification,0,0.9875,0.9875,22,osl_siamese_cnn
8,torch_pretrained_classification,0,0.975,0.975,22,osl_siamese_cnn
9,torch_pretrained_classification,0,0.975,0.975,22,osl_siamese_cnn
5,torch_pretrained_classification,0,0.975,0.975,23,osl_siamese_cnn
6,torch_pretrained_classification,0,0.975,0.975,23,osl_siamese_cnn
7,torch_pretrained_classification,0,0.975,0.975,23,osl_siamese_cnn
8,torch_pretrained_classification,0,0.975,0.975,23,osl_siamese_cnn
9,torch_pretrained_classification,0,0.975,0.9625,23,osl_siamese_cnn
