run num,mc,lsb,test_acc_centroid,test_acc_nn,model_lsb,model_arch,model_sha256
0,torch_pretrained_classification,0,0.35,0.2875,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,0,0.0,0.8,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,1,1.0,0.2,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,2,1.0,0.2,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,3,1.0,0.2,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,4,1.0,0.0,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,5,1.0,0.0,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,6,0.8,0.2,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,7,0.8,0.4,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,8,0.0,0.8,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,9,0.0,0.8,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,10,0.2,0.8,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,11,0.4,0.8,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,12,0.8,0.4,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,13,0.6,0.6,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
0,famous_le_10m,14,1.0,0.4,1,osl_siamese_cnn,db5f88b83a794f3c82f7afe0fabf42be2da7196ec9e8f59d0c328dad35df8160
