repeat,baseline,X,accuracy
9,weight_value_dist,2,0.5
9,weight_value_dist,3,0.5
9,weight_value_dist,4,0.5
9,weight_value_dist,5,0.5
9,weight_value_dist,6,0.5
9,weight_value_dist,7,0.5
9,weight_value_dist,8,0.4995
9,weight_value_dist,9,0.5
9,weight_value_dist,10,0.4995
9,weight_value_dist,11,0.5015000000000001
9,weight_value_dist,12,0.5005000000000001
9,weight_value_dist,13,0.501
9,weight_value_dist,14,0.4975
9,weight_value_dist,15,0.503
9,weight_value_dist,16,0.4935
9,weight_value_dist,17,0.495
9,weight_value_dist,18,0.497
9,weight_value_dist,19,0.501
9,weight_value_dist,20,0.5555
9,weight_value_dist,21,0.7304999999999999
9,weight_value_dist,22,0.987
9,weight_value_dist,23,1.0
9,byte_autocorr,1,0.4995
9,byte_autocorr,2,0.5015
9,byte_autocorr,3,0.5045
9,byte_autocorr,4,0.5015
9,byte_autocorr,5,0.5025
9,byte_autocorr,6,0.5015000000000001
9,byte_autocorr,7,0.651
9,byte_autocorr,8,1.0
9,byte_autocorr,9,1.0
9,byte_autocorr,10,0.9825
9,byte_autocorr,11,0.9485
9,byte_autocorr,12,0.9955
9,byte_autocorr,13,0.9975
9,byte_autocorr,14,0.8474999999999999
9,byte_autocorr,15,1.0
9,byte_autocorr,16,1.0
9,byte_autocorr,17,0.704
9,byte_autocorr,18,1.0
9,byte_autocorr,19,1.0
9,byte_autocorr,20,1.0
9,byte_autocorr,21,0.7515000000000001
9,byte_autocorr,22,0.874
9,byte_autocorr,23,0.796
