repeat,X_hat,X,centroid,nn
16,7,0,0.5633333333333334,0.6166666666666667
16,7,7,0.52,0.44
17,7,0,0.55,0.6433333333333333
17,7,7,0.4666666666666667,0.4033333333333333
18,7,0,0.4866666666666667,0.1333333333333333
18,7,7,0.49,0.86
19,7,0,0.52,0.4366666666666666
19,7,7,0.3966666666666666,0.5766666666666667
15,8,0,1.0,1.0
15,8,8,1.0,1.0
16,8,0,1.0,1.0
16,8,8,1.0,1.0
17,8,0,0.9566666666666668,0.9766666666666668
17,8,8,0.7566666666666667,0.7066666666666667
18,8,0,0.9933333333333332,0.99
18,8,8,1.0,1.0
19,8,0,0.99,0.9966666666666668
19,8,8,0.7333333333333333,0.6233333333333333
15,9,0,0.6133333333333333,0.0266666666666666
15,9,9,0.5266666666666666,0.9933333333333332
16,9,0,0.99,1.0
16,9,9,0.9966666666666668,0.9266666666666666
17,9,0,0.68,0.6533333333333333
17,9,9,0.83,0.8633333333333333
18,9,0,0.76,0.41
18,9,9,0.9933333333333332,0.9966666666666668
19,9,0,0.8733333333333333,0.5366666666666666
19,9,9,0.8433333333333334,0.98
15,10,0,0.97,0.0933333333333333
15,10,10,0.9933333333333332,1.0
16,10,0,0.92,0.9966666666666668
16,10,10,0.8966666666666666,0.13
17,10,0,0.93,0.9933333333333332
17,10,10,0.9533333333333334,0.45
18,10,0,0.7966666666666666,0.8866666666666667
18,10,10,0.77,0.6166666666666667
19,10,0,0.8733333333333333,1.0
19,10,10,0.9066666666666666,0.0733333333333333
15,11,0,0.5,0.5033333333333333
15,11,11,0.78,0.77
16,11,0,0.91,0.9933333333333332
16,11,11,0.9533333333333334,0.4866666666666667
17,11,0,0.97,0.9166666666666666
17,11,11,0.99,0.9933333333333332
18,11,0,0.9566666666666668,0.99
18,11,11,0.9866666666666668,0.9733333333333334
19,11,0,0.9933333333333332,0.9133333333333332
19,11,11,1.0,1.0
15,12,0,0.9766666666666668,0.9333333333333332
15,12,12,0.9766666666666668,0.9966666666666668
16,12,0,1.0,0.7866666666666666
16,12,12,1.0,1.0
17,12,0,1.0,1.0
17,12,12,1.0,1.0
18,12,0,1.0,1.0
18,12,12,1.0,0.9966666666666668
19,12,0,1.0,1.0
19,12,12,1.0,1.0
15,13,0,0.8733333333333333,0.8866666666666667
15,13,13,0.8133333333333334,0.78
16,13,0,0.9833333333333332,0.9166666666666666
16,13,13,1.0,1.0
17,13,0,0.9966666666666668,0.9666666666666668
17,13,13,0.9966666666666668,1.0
18,13,0,0.94,0.7066666666666667
18,13,13,0.9166666666666666,0.9833333333333332
19,13,0,0.9933333333333332,1.0
19,13,13,1.0,0.9966666666666668
15,14,0,0.9766666666666668,0.96
15,14,14,1.0,1.0
16,14,0,0.6433333333333333,0.57
16,14,14,0.9766666666666668,0.3333333333333333
17,14,0,0.7833333333333333,0.9933333333333332
17,14,14,0.9866666666666668,0.7066666666666667
18,14,0,0.9666666666666668,0.86
18,14,14,1.0,1.0
19,14,0,0.9333333333333332,0.9966666666666668
19,14,14,0.98,0.6
15,15,0,0.9966666666666668,1.0
15,15,15,0.9966666666666668,0.9666666666666668
16,15,0,0.86,0.5933333333333334
16,15,15,0.9433333333333334,0.9933333333333332
17,15,0,0.9966666666666668,1.0
17,15,15,1.0,1.0
18,15,0,1.0,1.0
18,15,15,1.0,0.9966666666666668
19,15,0,0.94,0.98
19,15,15,0.9533333333333334,0.7366666666666667
15,16,0,1.0,1.0
15,16,16,1.0,1.0
16,16,0,1.0,1.0
16,16,16,1.0,1.0
17,16,0,1.0,1.0
17,16,16,1.0,1.0
18,16,0,1.0,1.0
18,16,16,1.0,1.0
19,16,0,1.0,1.0
19,16,16,1.0,1.0
15,17,0,1.0,1.0
15,17,17,1.0,1.0
16,17,0,1.0,1.0
16,17,17,1.0,1.0
17,17,0,0.9933333333333332,1.0
17,17,17,1.0,0.7533333333333333
18,17,0,1.0,0.96
18,17,17,0.9966666666666668,1.0
19,17,0,1.0,1.0
19,17,17,1.0,1.0
15,18,0,0.8033333333333333,0.8033333333333333
15,18,18,0.8733333333333333,0.8833333333333333
16,18,0,1.0,1.0
16,18,18,1.0,1.0
17,18,0,1.0,1.0
17,18,18,1.0,1.0
18,18,0,1.0,1.0
18,18,18,1.0,0.9833333333333332
19,18,0,1.0,1.0
19,18,18,1.0,1.0
15,19,0,0.69,0.0
15,19,19,0.8833333333333333,0.97
16,19,0,1.0,0.9966666666666668
16,19,19,1.0,1.0
17,19,0,1.0,1.0
17,19,19,1.0,1.0
18,19,0,1.0,1.0
18,19,19,0.9833333333333332,0.5066666666666667
19,19,0,1.0,1.0
19,19,19,1.0,1.0
15,20,0,0.59,0.7266666666666667
15,20,20,0.8666666666666667,0.7666666666666667
16,20,0,1.0,1.0
16,20,20,1.0,1.0
17,20,0,0.9966666666666668,1.0
17,20,20,1.0,1.0
18,20,0,1.0,1.0
18,20,20,1.0,1.0
19,20,0,1.0,1.0
19,20,20,1.0,1.0
15,21,0,1.0,1.0
15,21,21,1.0,1.0
16,21,0,0.88,0.8033333333333333
16,21,21,0.93,0.96
17,21,0,1.0,1.0
17,21,21,1.0,1.0
18,21,0,1.0,0.9366666666666666
18,21,21,1.0,1.0
19,21,0,1.0,1.0
19,21,21,1.0,1.0
15,22,0,1.0,1.0
15,22,22,1.0,1.0
16,22,0,1.0,1.0
16,22,22,1.0,0.9833333333333332
17,22,0,1.0,1.0
17,22,22,1.0,1.0
18,22,0,1.0,1.0
18,22,22,1.0,1.0
19,22,0,1.0,1.0
19,22,22,1.0,1.0
15,23,0,1.0,1.0
15,23,23,1.0,1.0
16,23,0,1.0,1.0
16,23,23,1.0,1.0
17,23,0,1.0,1.0
17,23,23,1.0,1.0
18,23,0,1.0,0.9966666666666668
18,23,23,1.0,1.0
19,23,0,1.0,1.0
19,23,23,1.0,1.0
20,1,0,0.5566666666666666,0.1066666666666666
20,1,1,0.4433333333333333,0.8766666666666667
21,1,0,0.5866666666666667,0.0
21,1,1,0.4233333333333333,0.99
22,1,0,0.59,0.7266666666666667
22,1,1,0.41,0.2633333333333333
23,1,0,0.22,0.2633333333333333
23,1,1,0.78,0.7333333333333333
24,1,0,0.68,0.9633333333333334
24,1,1,0.3166666666666666,0.0266666666666666
20,2,0,0.5833333333333334,0.5833333333333334
20,2,2,0.41,0.41
21,2,0,0.5966666666666667,0.8466666666666667
21,2,2,0.4,0.14
22,2,0,0.5533333333333333,0.92
22,2,2,0.4433333333333333,0.0666666666666666
23,2,0,0.4533333333333333,0.4
23,2,2,0.53,0.6
24,2,0,0.6966666666666667,0.9633333333333334
24,2,2,0.2966666666666667,0.0266666666666666
20,3,0,0.7066666666666667,0.8533333333333334
20,3,3,0.2733333333333333,0.1333333333333333
21,3,0,0.4666666666666667,0.0466666666666666
21,3,3,0.53,0.9433333333333334
22,3,0,0.5,0.0133333333333333
22,3,3,0.4866666666666667,0.9766666666666668
23,3,0,0.6833333333333333,0.6533333333333333
23,3,3,0.3,0.33
24,3,0,0.5633333333333334,0.3733333333333333
24,3,3,0.4233333333333333,0.6133333333333333
20,4,0,0.5866666666666667,0.2233333333333333
20,4,4,0.2933333333333333,0.7
21,4,0,0.5166666666666667,0.0233333333333333
21,4,4,0.4033333333333333,0.95
22,4,0,0.3966666666666666,0.04
22,4,4,0.52,0.9466666666666668
23,4,0,0.4733333333333333,0.0
23,4,4,0.4833333333333333,0.99
24,4,0,0.16,0.13
24,4,4,0.8,0.85
20,5,0,0.5933333333333334,0.1533333333333333
20,5,5,0.3733333333333333,0.8266666666666667
21,5,0,0.73,0.7
21,5,5,0.2366666666666666,0.2666666666666666
22,5,0,0.5866666666666667,0.0233333333333333
22,5,5,0.3733333333333333,0.9733333333333334
23,5,0,0.5333333333333333,0.1933333333333333
23,5,5,0.4433333333333333,0.7833333333333333
24,5,0,0.5466666666666666,0.4033333333333333
24,5,5,0.4133333333333333,0.55
20,6,0,0.5066666666666667,0.0433333333333333
20,6,6,0.3933333333333333,0.9133333333333332
21,6,0,0.2666666666666666,0.0033333333333333
21,6,6,0.6766666666666666,0.9866666666666668
22,6,0,0.4133333333333333,0.6833333333333333
22,6,6,0.49,0.2566666666666666
23,6,0,0.6733333333333333,0.8766666666666667
23,6,6,0.2966666666666667,0.0966666666666666
24,6,0,0.5,0.9166666666666666
24,6,6,0.5,0.0833333333333333
20,7,0,0.4866666666666667,0.96
20,7,7,0.4666666666666667,0.04
21,7,0,0.58,0.11
21,7,7,0.6166666666666667,0.9433333333333334
22,7,0,0.7033333333333334,0.01
22,7,7,0.31,0.98
23,7,0,0.4633333333333333,0.18
23,7,7,0.35,0.7366666666666667
24,7,0,0.7266666666666667,0.9066666666666666
24,7,7,0.2933333333333333,0.1
20,8,0,1.0,1.0
20,8,8,1.0,1.0
21,8,0,1.0,1.0
21,8,8,1.0,1.0
22,8,0,1.0,1.0
22,8,8,1.0,1.0
23,8,0,0.89,0.8833333333333333
23,8,8,0.9833333333333332,0.9933333333333332
24,8,0,0.9966666666666668,0.99
24,8,8,0.9966666666666668,0.9966666666666668
20,9,0,0.9833333333333332,0.6733333333333333
20,9,9,0.9966666666666668,1.0
21,9,0,0.6533333333333333,0.1233333333333333
21,9,9,0.9433333333333334,0.9933333333333332
22,9,0,0.9833333333333332,1.0
22,9,9,0.99,0.91
23,9,0,0.98,0.9933333333333332
23,9,9,0.9933333333333332,0.9933333333333332
24,9,0,0.9766666666666668,0.98
24,9,9,0.9866666666666668,0.9866666666666668
20,10,0,0.9833333333333332,0.98
20,10,10,0.99,0.99
21,10,0,0.9733333333333334,0.94
21,10,10,0.9966666666666668,0.9966666666666668
22,10,0,0.91,0.24
22,10,10,0.9966666666666668,0.9966666666666668
23,10,0,0.9733333333333334,0.33
23,10,10,0.7133333333333334,0.9933333333333332
24,10,0,0.9066666666666666,0.9233333333333332
24,10,10,0.99,0.9866666666666668
20,11,0,0.79,0.07
20,11,11,0.6333333333333333,0.9066666666666666
21,11,0,0.91,0.9933333333333332
21,11,11,0.8833333333333333,0.38
22,11,0,0.9866666666666668,1.0
22,11,11,0.9966666666666668,0.94
23,11,0,0.98,0.9333333333333332
23,11,11,0.9966666666666668,0.9966666666666668
24,11,0,0.95,0.9933333333333332
24,11,11,0.9933333333333332,0.8833333333333333
20,12,0,0.9466666666666668,0.94
20,12,12,0.9966666666666668,0.9966666666666668
21,12,0,1.0,1.0
21,12,12,1.0,1.0
22,12,0,1.0,1.0
22,12,12,1.0,1.0
23,12,0,0.6566666666666666,0.7433333333333333
23,12,12,0.9266666666666666,0.8866666666666667
24,12,0,1.0,1.0
24,12,12,1.0,1.0
20,13,0,0.95,1.0
20,13,13,0.9766666666666668,0.01
21,13,0,0.96,0.9733333333333334
21,13,13,0.9966666666666668,0.9966666666666668
22,13,0,0.9833333333333332,1.0
22,13,13,0.9966666666666668,0.9966666666666668
23,13,0,0.95,0.97
23,13,13,0.9966666666666668,0.9966666666666668
24,13,0,0.9866666666666668,1.0
24,13,13,0.9833333333333332,0.4566666666666666
20,14,0,0.71,0.1266666666666666
20,14,14,0.9433333333333334,0.9966666666666668
21,14,0,0.9733333333333334,0.94
21,14,14,0.9966666666666668,0.9966666666666668
22,14,0,0.59,0.0233333333333333
22,14,14,0.5166666666666667,0.9833333333333332
23,14,0,0.9066666666666666,0.9666666666666668
23,14,14,0.9333333333333332,0.7966666666666666
24,14,0,0.9666666666666668,0.0366666666666666
24,14,14,0.99,1.0
20,15,0,1.0,1.0
20,15,15,1.0,1.0
21,15,0,0.9766666666666668,1.0
21,15,15,0.9833333333333332,0.92
22,15,0,0.99,1.0
22,15,15,0.99,0.2566666666666666
23,15,0,0.9966666666666668,1.0
23,15,15,1.0,0.9966666666666668
24,15,0,0.9766666666666668,0.36
24,15,15,0.9966666666666668,0.7533333333333333
20,16,0,1.0,1.0
20,16,16,1.0,1.0
21,16,0,0.97,0.9766666666666668
21,16,16,1.0,1.0
22,16,0,1.0,1.0
22,16,16,1.0,1.0
23,16,0,1.0,1.0
23,16,16,1.0,0.9966666666666668
24,16,0,1.0,1.0
24,16,16,1.0,1.0
20,17,0,1.0,1.0
20,17,17,1.0,1.0
21,17,0,1.0,1.0
21,17,17,1.0,0.9966666666666668
22,17,0,0.84,0.7833333333333333
22,17,17,0.9633333333333334,0.9733333333333334
23,17,0,1.0,0.8366666666666667
23,17,17,1.0,0.3133333333333333
24,17,0,0.64,0.5833333333333334
24,17,17,0.96,0.98
20,18,0,1.0,1.0
20,18,18,1.0,0.9833333333333332
21,18,0,1.0,1.0
21,18,18,1.0,1.0
22,18,0,1.0,1.0
22,18,18,1.0,1.0
23,18,0,1.0,1.0
23,18,18,1.0,0.92
24,18,0,0.7866666666666666,0.7233333333333334
24,18,18,0.8833333333333333,0.9133333333333332
20,19,0,1.0,1.0
20,19,19,1.0,1.0
21,19,0,0.9033333333333332,0.9233333333333332
21,19,19,0.88,0.87
22,19,0,0.21,0.1933333333333333
22,19,19,0.5766666666666667,0.6266666666666667
23,19,0,1.0,1.0
23,19,19,1.0,0.99
24,19,0,1.0,1.0
24,19,19,1.0,1.0
20,20,0,1.0,1.0
20,20,20,1.0,0.99
21,20,0,1.0,1.0
21,20,20,1.0,1.0
22,20,0,1.0,1.0
22,20,20,1.0,1.0
23,20,0,1.0,1.0
23,20,20,1.0,1.0
24,20,0,1.0,1.0
24,20,20,1.0,1.0
20,21,0,1.0,1.0
20,21,21,1.0,1.0
21,21,0,1.0,1.0
21,21,21,1.0,1.0
22,21,0,0.93,0.8633333333333333
22,21,21,0.96,0.99
23,21,0,1.0,1.0
23,21,21,1.0,1.0
24,21,0,1.0,1.0
24,21,21,1.0,1.0
20,22,0,0.9833333333333332,1.0
20,22,22,1.0,0.1133333333333333
21,22,0,1.0,1.0
21,22,22,1.0,1.0
22,22,0,1.0,1.0
22,22,22,1.0,0.9766666666666668
23,22,0,0.96,0.9466666666666668
23,22,22,0.96,0.97
24,22,0,1.0,1.0
24,22,22,1.0,1.0
20,23,0,0.9966666666666668,1.0
20,23,23,1.0,0.9733333333333334
21,23,0,1.0,1.0
21,23,23,1.0,1.0
22,23,0,1.0,1.0
22,23,23,1.0,1.0
23,23,0,1.0,1.0
23,23,23,1.0,1.0
24,23,0,1.0,1.0
24,23,23,1.0,1.0
25,1,0,0.6966666666666667,0.8666666666666667
25,1,1,0.3066666666666666,0.1233333333333333
26,1,0,0.6866666666666666,0.02
26,1,1,0.3066666666666666,0.97
27,1,0,0.4566666666666666,0.4466666666666666
27,1,1,0.5166666666666667,0.5466666666666666
28,1,0,0.7233333333333334,0.18
28,1,1,0.2733333333333333,0.8133333333333334
29,1,0,0.38,0.2133333333333333
29,1,1,0.6033333333333334,0.78
25,2,0,0.5566666666666666,0.3566666666666667
25,2,2,0.4366666666666666,0.6333333333333333
26,2,0,0.46,0.5433333333333333
26,2,2,0.5166666666666667,0.44
27,2,0,0.57,0.8866666666666667
27,2,2,0.42,0.11
28,2,0,0.7333333333333333,0.81
28,2,2,0.2533333333333333,0.18
29,2,0,0.6066666666666667,0.0
29,2,2,0.3866666666666666,0.99
25,3,0,0.6533333333333333,0.8866666666666667
25,3,3,0.3366666666666666,0.1033333333333333
26,3,0,0.66,0.8933333333333333
26,3,3,0.3266666666666666,0.0933333333333333
27,3,0,0.4733333333333333,0.9766666666666668
27,3,3,0.5133333333333333,0.0133333333333333
28,3,0,0.6266666666666667,0.9866666666666668
28,3,3,0.3733333333333333,0.0033333333333333
29,3,0,0.69,0.74
29,3,3,0.3,0.2366666666666666
25,4,0,0.5533333333333333,0.9533333333333334
25,4,4,0.3866666666666666,0.0233333333333333
26,4,0,0.64,0.8
26,4,4,0.2866666666666667,0.1666666666666666
27,4,0,0.4833333333333333,0.21
27,4,4,0.43,0.72
28,4,0,0.57,0.5766666666666667
28,4,4,0.3433333333333333,0.3366666666666666
29,4,0,0.4966666666666666,0.78
29,4,4,0.4733333333333333,0.1933333333333333
25,5,0,0.6,0.96
25,5,5,0.38,0.03
26,5,0,0.63,0.55
26,5,5,0.36,0.4366666666666666
27,5,0,0.5333333333333333,0.0766666666666666
27,5,5,0.4366666666666666,0.8866666666666667
28,5,0,0.3566666666666667,0.6066666666666667
28,5,5,0.6333333333333333,0.38
29,5,0,0.64,0.8633333333333333
29,5,5,0.3566666666666667,0.1233333333333333
25,6,0,0.59,0.1833333333333333
25,6,6,0.35,0.8533333333333334
26,6,0,0.7266666666666667,0.8633333333333333
26,6,6,0.2733333333333333,0.1466666666666666
27,6,0,0.43,0.0
27,6,6,0.4866666666666667,0.97
28,6,0,0.4466666666666666,0.8733333333333333
28,6,6,0.5,0.08
29,6,0,0.5666666666666667,0.96
29,6,6,0.38,0.03
25,7,0,0.4533333333333333,0.99
25,7,7,0.5633333333333334,0.0
26,7,0,0.7133333333333334,0.9666666666666668
26,7,7,0.4533333333333333,0.06
27,7,0,0.5666666666666667,0.0
27,7,7,0.53,0.9966666666666668
28,7,0,0.5866666666666667,0.2466666666666666
28,7,7,0.6066666666666667,0.8733333333333333
29,7,0,0.61,0.3966666666666666
29,7,7,0.5066666666666667,0.6966666666666667
25,8,0,1.0,0.9966666666666668
25,8,8,1.0,1.0
26,8,0,1.0,1.0
26,8,8,1.0,1.0
27,8,0,1.0,1.0
27,8,8,1.0,1.0
28,8,0,1.0,1.0
28,8,8,1.0,1.0
29,8,0,1.0,1.0
29,8,8,1.0,1.0
25,9,0,0.7933333333333333,0.9866666666666668
25,9,9,0.79,0.0233333333333333
26,9,0,0.8333333333333334,0.6533333333333333
26,9,9,0.92,0.9633333333333334
27,9,0,0.93,0.89
27,9,9,0.9566666666666668,0.9833333333333332
28,9,0,0.9833333333333332,1.0
28,9,9,0.9866666666666668,0.8133333333333334
29,9,0,0.8366666666666667,0.04
29,9,9,0.9333333333333332,0.4733333333333333
25,10,0,0.9066666666666666,0.9866666666666668
25,10,10,0.8633333333333333,0.6266666666666667
26,10,0,0.8766666666666667,0.7966666666666666
26,10,10,0.91,0.94
27,10,0,0.9833333333333332,0.9833333333333332
27,10,10,0.9666666666666668,0.9666666666666668
28,10,0,0.21,0.3666666666666666
28,10,10,0.8466666666666667,0.6966666666666667
29,10,0,0.9566666666666668,0.93
29,10,10,0.9666666666666668,0.9766666666666668
25,11,0,0.5966666666666667,0.8333333333333334
25,11,11,0.4833333333333333,0.15
26,11,0,0.92,0.9233333333333332
26,11,11,0.9566666666666668,0.95
27,11,0,0.9733333333333334,1.0
27,11,11,0.9766666666666668,0.56
28,11,0,0.9733333333333334,1.0
28,11,11,0.9933333333333332,0.7366666666666667
29,11,0,0.6633333333333333,0.1166666666666666
29,11,11,0.51,0.8666666666666667
25,12,0,0.9966666666666668,0.97
25,12,12,1.0,1.0
26,12,0,1.0,1.0
26,12,12,1.0,1.0
27,12,0,0.9866666666666668,0.9766666666666668
27,12,12,0.98,0.9866666666666668
28,12,0,1.0,1.0
28,12,12,1.0,1.0
29,12,0,0.9666666666666668,0.99
29,12,12,0.8666666666666667,0.68
25,13,0,0.97,1.0
25,13,13,0.9866666666666668,0.56
26,13,0,0.38,0.6166666666666667
26,13,13,0.77,0.5433333333333333
27,13,0,0.98,1.0
27,13,13,0.99,0.4233333333333333
28,13,0,0.7233333333333334,0.0233333333333333
28,13,13,0.9766666666666668,0.7866666666666666
29,13,0,0.9766666666666668,0.9966666666666668
29,13,13,0.9966666666666668,0.99
25,14,0,0.9566666666666668,0.0733333333333333
25,14,14,0.9933333333333332,1.0
26,14,0,0.9833333333333332,0.9133333333333332
26,14,14,0.9966666666666668,0.9966666666666668
27,14,0,0.71,0.9766666666666668
27,14,14,0.8033333333333333,0.3066666666666666
28,14,0,0.9833333333333332,0.9933333333333332
28,14,14,0.99,0.9866666666666668
29,14,0,0.97,0.9266666666666666
29,14,14,0.9933333333333332,0.9933333333333332
25,15,0,1.0,0.9966666666666668
25,15,15,1.0,1.0
26,15,0,0.5966666666666667,0.99
26,15,15,0.3366666666666666,0.0
27,15,0,0.9966666666666668,1.0
27,15,15,0.99,0.9833333333333332
28,15,0,0.9966666666666668,1.0
28,15,15,0.9966666666666668,0.9966666666666668
29,15,0,0.9566666666666668,0.9733333333333334
29,15,15,0.9833333333333332,0.98
25,16,0,0.9333333333333332,0.95
25,16,16,0.9933333333333332,0.9833333333333332
26,16,0,1.0,1.0
26,16,16,1.0,1.0
27,16,0,0.8933333333333333,0.9033333333333332
27,16,16,1.0,1.0
28,16,0,1.0,0.9966666666666668
28,16,16,1.0,1.0
29,16,0,1.0,1.0
29,16,16,1.0,1.0
25,17,0,1.0,1.0
25,17,17,1.0,1.0
26,17,0,0.99,1.0
26,17,17,1.0,0.9833333333333332
27,17,0,1.0,1.0
27,17,17,1.0,1.0
28,17,0,1.0,1.0
28,17,17,1.0,1.0
29,17,0,1.0,1.0
29,17,17,1.0,1.0
25,18,0,1.0,0.9866666666666668
25,18,18,1.0,1.0
26,18,0,1.0,1.0
26,18,18,1.0,1.0
27,18,0,1.0,1.0
27,18,18,1.0,1.0
28,18,0,1.0,1.0
28,18,18,1.0,1.0
29,18,0,1.0,1.0
29,18,18,1.0,0.9966666666666668
25,19,0,0.96,0.98
25,19,19,0.9533333333333334,0.85
26,19,0,1.0,1.0
26,19,19,1.0,1.0
27,19,0,0.6633333333333333,0.6633333333333333
27,19,19,0.9833333333333332,0.9833333333333332
28,19,0,1.0,1.0
28,19,19,1.0,1.0
29,19,0,0.39,0.48
29,19,19,0.84,0.6766666666666666
25,20,0,1.0,1.0
25,20,20,1.0,1.0
26,20,0,1.0,1.0
26,20,20,1.0,1.0
27,20,0,1.0,1.0
27,20,20,1.0,1.0
28,20,0,0.9933333333333332,0.9933333333333332
28,20,20,1.0,1.0
29,20,0,1.0,1.0
29,20,20,1.0,1.0
25,21,0,0.97,0.99
25,21,21,1.0,0.9666666666666668
26,21,0,0.8133333333333334,0.8166666666666667
26,21,21,0.87,0.86
27,21,0,0.89,0.85
27,21,21,0.83,0.89
28,21,0,1.0,1.0
28,21,21,1.0,1.0
29,21,0,1.0,1.0
29,21,21,1.0,1.0
25,22,0,1.0,1.0
25,22,22,1.0,0.9933333333333332
26,22,0,0.9966666666666668,0.98
26,22,22,1.0,1.0
27,22,0,1.0,1.0
27,22,22,1.0,1.0
28,22,0,0.9666666666666668,0.87
28,22,22,1.0,1.0
29,22,0,1.0,1.0
29,22,22,1.0,1.0
25,23,0,1.0,1.0
25,23,23,1.0,1.0
26,23,0,0.99,1.0
26,23,23,1.0,0.8666666666666667
27,23,0,1.0,1.0
27,23,23,1.0,1.0
28,23,0,1.0,1.0
28,23,23,1.0,1.0
29,23,0,0.9966666666666668,1.0
29,23,23,1.0,0.9833333333333332
